PMID,Publication_Title
36781474,Tumor selective Ru(III) Schiff bases complexes with strong in vitro activity toward cisplatin-resistant MDA-MB-231 breast cancer cells.
36781387,Oncological surgery follow-up and quality of life: meta-analysis.
36781238,[Pathological features and immune microenvironment in HER-2 intratumoral heterogeneous breast cancers].
36781224,"Epidemiology and Risk Factors for Breast Cancer: 21st Century Advances, Gaps to Address through Interdisciplinary Science."
36781223,Human Ductal Carcinoma In Situ: Advances and Future Perspectives.
36781219,Newly Developed Targeted Therapies Against the Androgen Receptor in Triple-Negative Breast Cancer: A Review.
36781147,"Design, synthesis, and anti-triple negative breast cancer activity of novel Toosendanin derivatives."
36781026,Tamoxifen retinopathy.
36780963,Self-assembled nanocomposites of carboxymethyl beta-dextran/protamine sulfate for enhanced chemotherapeutic drug sensitivity of triple-negative breast cancer by autophagy inhibition via a ternary collaborative strategy.
36780904,Associations of Physical Activity With Breast Cancer Risk: Findings From the UK Biobank Prospective Cohort Study.
36780838,Cost-effectiveness of sacituzumab govitecan versus chemotherapy in advanced or metastatic triple-negative breast cancer.
36780800,Comprehensive landscape of the IPAF inflammasomes in pan-cancer: A bulk omics research and single-cell sequencing validation.
36780734,"G-CSF filgrastim biosimilar-Sandoz reduces the incidence of febrile neutropenia in patients receiving chemotherapy regimens with rest periods not exceeding 14 days: A French, multicenter, prospective, non-interventional study."
36780624,NAVIGATION SURGERY FOR INTRAOPERATIVE SENTINEL LYMPH NODE DETECTION USING ICG IN BREAST CANCER PATIENTS.
36780614,PATHOLOGIC FINDINGS IN GENDER-AFFIRMING MASTECTOMY: A SYSTEMATIC REVIEW.
36780610,US Food and Drug Administration Approval Summary: Fam-Trastuzumab Deruxtecan-nxki for Human Epidermal Growth Factor Receptor 2-Low Unresectable or Metastatic Breast Cancer.
36780587,Cognitive Problems in Older Breast Cancer Survivors.
36780531,An HLA-G/SPAG9/STAT3 axis promotes brain metastases.
36780467,"Year-end highlights in metastatic triple-negative breast cancer from the 2022 American Society of Clinical Oncology Annual Meeting, and the European Society for Medical Oncology Congress and Breast Cancer Congress."
36780460,Highlights in metastatic breast cancer from the 2022 San Antonio Breast Cancer Symposium.
36780448,Research Progress on Bioactive Metal Complexes against ER-Positive Advanced Breast Cancer.
36780426,Homologation of the Alkyl Side Chain of Antimitotic Phenyl 4-(2-Oxo-3-alkylimidazolidin-1-yl)benzenesulfonate Prodrugs Selectively Targeting CYP1A1-Expressing Breast Cancers Improves Their Stability in Rodent Liver Microsomes.
36780418,GLUT-Targeting Phototherapeutic Nanoparticles for Synergistic Triple Combination Cancer Therapy.
36780335,Pathways of the Dissociative Electron Attachment Observed in 5- and 6-Azidomethyluracil Nucleosides: Nitrogen (N2) Elimination vs Azide Anion (N3-) Elimination.
36780270,Piezocatalytic 2D WS2 Nanosheets for Ultrasound-Triggered and Mitochondria-Targeted Piezodynamic Cancer Therapy Synergized with Energy Metabolism-Targeted Chemotherapy.
36780234,Application of novel breast biospecimen cell type adjustment identifies shared DNA methylation alterations in breast tissue and milk with breast cancer risk factors.
36780232,Changes in breast cancer risk and risk factor profiles among U.S.-born and immigrant Asian American women residing in the San Francisco Bay Area.
36780214,An Adapted Cancer Screening Education Program for Native American Women With Intellectual and Developmental Disabilities and Their Caregivers: Protocol for Feasibility and Acceptability Testing.
36780065,"Open-source, fully-automated hybrid cardiac substructure segmentation: development and optimisation."
36779982,Socioeconomic Factors and Adherence to Health Care Recommendations in Adolescent and Young Adult Cancer Survivors.
36779961,Energy decomposition and waterswapping analysis to investigate the SNP associated DPD mediated 5-FU resistance.
36779863,A systematic review and multilevel regression analysis reveals the comorbidity prevalence in cancer.
36779764,Identification of target proteins for breast cancer genetic risk loci and blood risk biomarkers in a large study by integrating genomic and proteomic data.
36779542,Periodic Mesoporous Ionosilica Nanoparticles for BODIPY Delivery and Photochemical Internalization of siRNA.
36779378,Camptothecin loaded casein nanosystem for tuning the therapeutic efficacy against highly metastatic triple-negative breast cancer cells.
36779309,Participation in breast cancer screening and its influence on other cancer screening invitations: study in women aged 56 years old in four French departments.
36779253,Combined proliferation and apoptosis index provides better risk stratification in breast cancer.
36779121,Therapeutic Reduction Mammoplasty: Experience of a Single Institute.
36779118,Radiological Evaluation of a Malignant Gastrointestinal Stromal Tumor in a Female Patient With the Coincidental Detection of Primary Breast Cancer: A Case Report.
36779038,Malmo Breast ImaginG database: objectives and development.
36778984,Trends in Survival and Surgical Methods in Patients Surgically Treated for Metastatic Spinal Tumors: 25-Year Experience in a Single Institution.
36778924,Barriers and facilitators to provide multidisciplinary care for breast cancer patients in five Latin American countries: A descriptive-interpretative qualitative study.
36778795,Segmental thoracic spinal anesthesia versus general anesthesia for breast cancer surgery: A prospective randomized-controlled open-label trial.
36778756,"Causal Discovery in High-dimensional, Multicollinear Datasets."
36778735,Association between endocrine therapy and cognitive decline in breast cancer based on propensity score matching.
36778653,Pseudoangiomatous Stromal Hyperplasia: Radiologic-Pathologic Correlation.
36778652,Diagnostic Contrast-Enhanced Mammography Performed Immediately Prior to Same-Day Biopsy: An Analysis of Index Lesion Enhancement Compared to Histopathology and Follow-up in Patients With Suspicious Ultrasound Findings.
36778385,The lived experience of breast cancer patients on adjuvant endocrine therapy: Side effects and coping strategies during the first year of medication initiation.
36778377,"EstroGene database reveals diverse temporal, context-dependent and directional estrogen receptor regulomes in breast cancer."
36778343,Robust biomarker discovery through multiplatform multiplex image analysis of breast cancer clinical cohorts.
36778271,Identification and characterization of a proliferative cell population in estrogen receptor-positive metastatic breast cancer through spatial and single-cell transcriptomics.
36778256,Organoid generation from mouse mammary tumors captures the genetic heterogeneity of clinically relevant copy number alterations.
36778247,Arginine shortage induces replication stress and confers genotoxic resistance by inhibiting histone H4 translation and promoting PCNA polyubiquitination.
36778229,Single-cell RNA sequencing reveals dysregulated fibroblast subclusters in prurigo nodularis.
36778115,The FGFR1 Signaling Pathway Upregulates the Oncogenic Transcription Factor FOXQ1 to Promote Breast Cancer Cell Growth.
36778109,Erratum: A Long Non-coding RNA Lnc712 Regulates Breast Cancer Cell Proliferation: Erratum.
36778023,PAnno: A pharmacogenomics annotation tool for clinical genomic testing.
36777516,A novel PTEN mutant caused by polymorphism in cis-regulatory elements is involved in chemosensitivity in breast cancer.
36777514,Improved platform for breast cancer circulating tumor cell enrichment and characterization with next-generation sequencing technology.
36777513,Combined inhibition of PARP and ATR synergistically potentiates the antitumor activity of HER2-targeting antibody-drug conjugate in HER2-positive cancers.
36777506,An overview of the correlation between IPI and prognosis in primary breast lymphoma.
36777502,"Synergistic activity of ABT-263 and ONC201/TIC10 against solid tumor cell lines is associated with suppression of anti-apoptotic Mcl-1, BAG3, pAkt, and upregulation of pro-apoptotic Noxa and Bax cleavage during apoptosis."
36777384,Moderately hypofractionated radiation therapy for breast cancer: A Brazilian cohort study.
36777322,Cost containment analysis and access to treatment associated with adopting hypofractionated radiation therapy from the Brazilian perspective.
36777282,"Breast and Cervical cancer disparities in Alabama: current scenario, ongoing efforts to reduce the disparity gaps, and what more we could be doing."
36777230,Effects of dyadic-based physical activity intervention on cancer-related fatigue among cancer survivors: A scoping review.
36777188,Reconstructing mutational lineages in breast cancer by multi-patient-targeted single-cell DNA sequencing.
36776843,"By integrating single-cell RNA-seq and bulk RNA-seq in sphingolipid metabolism, CACYBP was identified as a potential therapeutic target in lung adenocarcinoma."
36776716,Association of CDH1 Germline Variants and Colon Polyp Phenotypes in Patients with Hereditary Diffuse Gastric Cancer.
36776542,Optimized Radiomics Nomogram Based on Automated Breast Ultrasound System: A Potential Tool for Preoperative Prediction of Metastatic Lymph Node Burden in Breast Cancer.
36776541,Factors Predicting Positive Sentinel Lymph Node Biopsy in Clinically Node-Negative Breast Cancer [Response to Letter].
36776368,Correlation between the Warburg effect and progression of triple-negative breast cancer.
36776359,"Libyan cancer patients at King Hussein Cancer Center for more than a decade, the current situation, and a future vision."
36776335,Bibliometric analysis of global research on physical activity and sedentary behavior in the context of cancer.
36776315,A nomogram based on combining clinical features and contrast enhanced ultrasound is not able to identify Her-2 over-expressing cancer from other breast cancers.
36776297,"Ovarian Real-World International Consortium (ORWIC): A multicentre, real-world analysis of epithelial ovarian cancer treatment and outcomes."
36776291,Cancer beliefs and screening behaviors: The impact of neighborhood and other social determinants of health.
